date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:24%20GMT	https://m.facebook.com/a/language.php?l=de_DE&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCWHf55gT0LLtJJ	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language1ab8.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:25%20GMT	https://m.facebook.com/a/language.php?l=so_SO&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQBokuEsvQeVoRY7	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language8aab.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:25%20GMT	https://m.facebook.com/a/language.php?l=af_ZA&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCbS32OMOXsBhDW	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language1ece.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:25%20GMT	https://m.facebook.com/a/language.php?l=az_AZ&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQDJQp6J4fipsIPF	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languageaee0.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:25%20GMT	https://m.facebook.com/a/language.php?l=id_ID&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQB5oskf-qcCUSEL	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languagea7e7.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:26%20GMT	https://m.facebook.com/a/language.php?l=ms_MY&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQBIIpl05y7FqrYL	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language4e14.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:26%20GMT	https://m.facebook.com/a/language.php?l=jv_ID&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCYuhKv3jodHckA	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language0350.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:26%20GMT	https://m.facebook.com/a/language.php?l=cx_PH&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQCI5TqBNeQu8rbT	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languageb34e.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:26	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:26%20GMT	https://m.facebook.com/a/language.php?l=bs_BA&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQDOUu6t3dW0qyUU	C:/My%20Web%20Sites/facbook/m.facebook.com/a/language8d99.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
11:07:27	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2020%20May%202018%2010:07:26%20GMT	https://m.facebook.com/a/language.php?l=br_FR&lref=https%3A%2F%2Fm.facebook.com%2F&gfid=AQBkmwl4LTZrbgdG	C:/My%20Web%20Sites/facbook/m.facebook.com/a/languagefbfe.php	(from https://m.facebook.com/language.php?n=https%3A%2F%2Fm.facebook.com%2F&refid=8)
